,TotalPop,Hispanic,White,Black,Asian,Income,Poverty,Unemployment,Professional,Service,Drive,1,2,3,4,5,6,7,8,9,10
43399,8518,70.6,2.2,26.5,0.0,26370.0,42.5,9.3,22.7,30.6,21.2,0,0,0,3,0,0,0,0,5,5
43400,5853,63.6,0.3,35.4,0.2,22761.0,47.2,18.4,22.4,32.0,16.8,0,0,0,3,0,3,3,5,5,5
43401,2291,63.6,18.2,12.5,2.0,55625.0,16.0,8.9,24.5,27.0,38.3,0,0,0,3,0,0,0,0,0,0
43402,7352,73.2,0.9,24.3,0.2,28365.0,29.0,13.7,14.9,45.8,6.8,0,0,0,3,0,0,0,0,5,5
43403,7489,69.6,0.6,19.2,7.5,25302.0,38.4,6.4,10.9,44.0,6.8,0,0,0,3,0,0,0,0,5,5
43404,8763,68.4,2.0,28.4,0.0,33528.0,34.7,10.4,25.0,34.0,15.8,0,0,0,3,0,0,0,0,5,5
43405,4671,61.7,2.1,5.0,30.4,43088.0,25.0,16.5,15.8,32.3,12.6,0,0,0,3,0,0,0,0,5,5
43406,4909,67.7,4.1,27.7,0.6,33938.0,41.9,7.7,13.7,41.9,11.8,0,0,0,3,0,0,0,0,5,5
43407,2257,60.3,8.5,15.7,13.3,29868.0,32.1,6.2,22.0,37.5,23.4,0,0,0,3,0,0,0,0,0,5
43408,3264,71.5,8.5,7.8,10.9,45179.0,20.9,13.2,16.5,30.3,25.6,0,0,0,3,0,0,0,0,0,5
43409,7400,71.0,0.2,28.6,0.2,20586.0,37.3,12.8,20.1,36.9,14.6,0,0,0,3,0,0,0,0,5,5
43410,2034,65.7,1.0,32.8,0.2,14821.0,46.5,14.6,17.7,21.5,29.9,0,0,0,3,3,3,3,5,5,5
43411,2816,40.6,4.0,11.0,31.6,50952.0,30.1,16.0,34.0,26.2,26.5,0,0,0,3,4,4,4,6,6,9
43412,4784,60.7,2.4,36.2,0.0,28438.0,31.7,4.5,13.5,44.4,16.2,0,0,0,3,0,0,0,0,5,5
43413,9511,43.2,2.1,45.4,6.6,51457.0,12.3,10.6,25.8,24.3,17.6,0,0,0,3,0,0,0,0,0,0
43414,7201,29.0,1.1,52.0,16.7,55091.0,12.2,12.0,31.6,29.6,15.7,0,0,0,2,2,2,6,2,2,2
43415,5157,61.7,0.2,37.5,0.1,27539.0,38.8,14.4,11.0,36.2,14.8,0,0,0,3,0,0,0,0,5,5
43416,5202,35.8,1.1,38.0,22.7,57679.0,13.0,13.0,36.5,24.3,17.7,0,0,0,0,4,0,0,2,0,0
43417,1160,81.6,5.6,12.4,0.0,20595.0,48.0,8.7,20.0,45.6,13.1,0,0,0,3,0,0,0,0,5,5
43418,6337,56.8,0.6,41.4,1.1,31714.0,32.7,11.2,9.2,46.6,8.6,0,0,0,3,0,0,0,0,5,5
43419,4887,74.1,0.2,25.0,0.0,27102.0,32.8,13.9,16.9,36.3,21.1,0,0,0,3,0,0,0,0,5,5
43420,6687,75.5,0.4,23.4,0.0,24256.0,36.3,13.4,11.6,42.7,17.0,0,0,0,3,0,0,0,0,5,5
43421,4428,59.4,8.8,22.5,3.8,30160.0,36.6,16.7,12.6,41.0,20.4,0,0,0,3,0,0,3,0,5,5
43422,5617,39.8,0.8,30.1,23.7,46453.0,24.5,11.1,28.5,35.6,14.4,0,0,0,3,0,0,0,0,0,5
43423,5438,52.2,1.1,45.7,0.4,27823.0,41.0,15.4,11.0,41.4,17.7,0,0,2,3,3,3,3,5,5,5
43424,6765,65.8,2.8,28.8,2.4,37008.0,24.6,8.3,23.7,41.0,25.2,0,0,0,3,0,0,0,0,5,5
43425,1118,95.2,1.6,2.3,0.4,23370.0,31.9,5.6,8.8,54.0,11.4,0,0,0,3,0,0,0,0,5,5
43426,2410,67.7,1.8,23.4,6.7,27969.0,43.8,18.4,14.9,38.5,17.6,0,0,0,3,3,3,3,5,5,5
43427,3927,76.8,0.1,17.0,4.6,26732.0,45.1,7.8,17.9,41.9,10.8,0,0,0,3,0,0,0,0,5,5
43428,5453,78.6,1.4,15.6,0.5,21933.0,45.6,16.4,9.5,44.1,13.2,0,0,0,3,0,0,0,0,5,5
43429,3262,56.4,5.9,13.0,21.5,40811.0,23.6,6.1,26.4,31.8,23.5,0,0,0,3,0,0,0,0,0,0
43430,5275,80.0,1.8,13.9,0.2,26000.0,41.4,11.7,18.4,49.5,8.2,0,0,0,3,0,0,0,0,5,5
43431,2625,56.0,8.6,22.7,9.3,43150.0,25.0,11.6,26.2,21.5,15.5,0,0,0,3,0,0,0,0,0,0
43432,3651,69.2,12.5,16.4,0.0,38875.0,24.8,15.9,24.8,33.0,9.5,0,0,0,3,0,0,0,0,5,5
43433,4186,43.0,23.8,22.2,7.3,39651.0,23.3,7.6,36.6,26.2,17.5,0,0,0,3,0,0,0,0,0,0
43434,8570,69.0,1.0,27.7,2.2,31281.0,29.2,17.1,10.9,44.3,11.1,0,0,0,3,0,0,0,0,5,5
43435,5702,62.6,1.6,32.7,2.8,31368.0,29.1,11.6,17.4,39.9,15.3,0,0,0,3,0,0,0,0,5,5
43436,1534,62.3,0.0,28.4,7.7,31778.0,30.7,11.0,12.2,31.0,12.7,0,0,0,3,0,0,0,0,5,5
43437,1841,60.5,7.1,18.9,12.9,49602.0,30.7,8.2,28.1,21.7,13.3,0,0,0,3,0,0,0,0,0,0
43438,6023,53.3,19.2,17.8,9.1,52447.0,20.1,14.0,34.3,23.6,13.8,0,0,0,3,0,0,0,0,0,0
43439,5922,61.7,2.7,29.3,1.0,28500.0,38.1,13.1,15.5,39.0,15.2,0,0,0,3,0,0,0,0,5,5
43440,3537,68.7,0.8,27.8,0.2,31790.0,30.3,14.1,14.6,49.9,15.3,0,0,0,3,0,0,0,0,5,5
43441,2974,52.8,24.6,10.6,8.8,41341.0,21.8,13.8,26.1,24.6,21.2,0,0,0,3,0,0,0,0,0,0
43442,1570,57.9,3.0,39.1,0.0,18750.0,43.7,20.4,9.5,40.0,12.6,0,0,2,3,3,3,3,5,8,8
43443,2804,59.6,26.0,7.2,5.0,57708.0,25.6,15.2,28.1,35.6,31.6,0,0,0,3,0,0,0,0,0,5
43444,3919,67.1,0.0,31.9,0.4,24621.0,34.9,11.5,14.5,40.4,16.4,0,0,0,3,0,0,0,0,5,5
43445,3647,80.3,1.2,16.8,1.7,26641.0,42.8,9.1,15.0,40.4,9.7,0,0,0,3,0,0,0,0,5,5
43446,3235,78.8,0.7,16.1,1.0,23311.0,51.6,9.4,17.7,38.3,7.9,0,0,0,3,0,0,0,0,5,5
43447,4781,82.5,2.4,13.1,0.9,23529.0,31.9,11.5,11.7,44.4,10.3,0,0,0,3,0,0,0,0,5,5
43448,2110,53.4,31.1,9.1,6.4,38831.0,30.7,14.3,19.7,28.7,28.5,0,0,0,3,0,0,0,0,0,5
43449,1203,78.4,1.2,20.1,0.2,31500.0,33.7,19.1,10.1,36.8,5.9,0,0,0,3,0,0,3,0,5,5
43450,5746,75.5,3.1,19.0,1.9,32484.0,40.8,16.9,12.4,47.0,4.6,0,0,0,3,0,0,0,0,5,5
43451,4295,79.4,0.5,18.5,0.4,21394.0,57.1,12.8,15.1,55.4,7.9,0,0,0,3,0,0,0,0,5,5
43452,2551,58.4,13.2,19.8,7.3,50625.0,25.2,13.1,35.0,25.7,31.8,0,0,0,3,0,0,0,0,0,0
43453,7547,76.4,0.0,19.6,1.0,21052.0,45.9,13.2,16.5,44.2,20.9,0,0,0,3,0,0,0,0,5,5
43454,3986,67.6,4.7,25.2,1.7,34715.0,29.0,8.9,22.6,29.3,25.5,0,0,0,3,0,0,0,0,5,5
43455,6378,66.8,3.2,28.6,0.5,30422.0,31.6,9.3,19.2,34.9,19.0,0,0,0,3,0,0,0,0,5,5
43456,5446,67.0,0.8,27.3,4.1,20437.0,41.7,10.6,14.5,41.5,14.0,0,0,0,3,0,0,0,0,5,5
43457,2276,52.4,38.0,4.6,4.2,52277.0,10.7,8.3,35.7,19.4,47.8,0,0,0,3,0,0,0,3,0,0
43458,5601,79.6,0.2,18.4,1.0,19040.0,58.7,16.2,19.6,31.6,14.6,0,0,0,3,0,0,3,0,5,5
43459,3882,74.5,0.6,24.8,0.0,27813.0,44.1,8.1,14.3,56.2,12.5,0,0,0,3,0,0,0,0,5,5
43460,2365,38.7,39.4,3.9,17.7,63500.0,11.7,11.3,38.4,18.9,32.6,0,0,0,0,4,4,4,3,3,0
43461,1884,53.9,1.4,42.8,1.9,43438.0,29.3,5.2,33.6,34.8,30.7,0,0,0,3,0,0,0,0,0,0
43462,2998,30.0,47.2,12.5,9.7,57292.0,10.4,11.6,32.8,29.2,28.3,0,0,0,0,4,0,0,3,0,0
43464,2716,32.5,50.1,1.3,14.5,76111.0,11.2,7.1,34.6,45.5,34.9,0,0,0,0,4,4,0,3,0,0
43465,6732,69.7,0.0,17.8,11.8,29559.0,41.7,6.9,22.1,38.7,11.6,0,0,0,3,0,0,0,0,5,5
43466,2780,36.9,43.2,5.1,12.2,63398.0,14.4,9.8,45.0,19.3,33.6,0,0,0,0,4,4,4,3,3,3
43467,6279,77.3,0.6,14.3,4.5,30069.0,30.3,15.1,12.8,48.6,10.3,0,0,0,3,0,0,0,0,5,5
43468,2325,27.1,57.9,3.4,8.6,53110.0,11.8,6.1,31.7,29.3,33.8,0,0,0,0,4,1,2,3,3,0
43469,6523,83.8,3.5,11.5,0.0,32115.0,30.6,15.3,11.7,47.3,8.2,0,0,0,3,0,0,0,0,5,5
43470,1536,47.5,26.7,13.2,11.6,43125.0,23.3,11.0,19.4,25.7,26.0,0,0,0,3,0,0,0,0,0,0
43471,1941,77.5,2.3,18.8,0.3,34559.0,21.0,6.4,19.2,45.9,7.4,0,0,0,3,0,0,0,0,5,5
43472,1969,41.3,3.4,51.5,2.3,68971.0,3.8,2.9,46.7,19.8,27.6,0,0,2,2,2,2,6,2,2,2
43473,5993,71.4,7.3,17.7,0.0,28411.0,30.8,7.8,20.6,30.9,7.7,0,0,0,3,0,0,0,0,5,5
43474,5519,48.0,34.0,6.5,10.8,61603.0,5.5,7.0,36.4,24.1,41.1,0,0,0,0,0,0,0,3,0,0
43475,8499,79.8,3.6,7.8,5.1,34919.0,27.9,11.9,10.4,35.4,12.7,0,0,0,3,0,0,0,0,5,5
43476,3377,55.1,33.1,3.2,7.6,53854.0,11.8,3.4,34.6,23.4,33.1,0,0,0,0,0,0,0,3,0,0
43477,5714,51.5,35.7,8.4,2.3,50300.0,17.4,8.0,38.0,23.4,31.3,0,0,0,3,0,0,0,0,0,0
43478,4101,69.2,2.4,9.6,16.4,42266.0,26.1,12.1,20.6,38.4,12.8,0,0,0,3,0,0,0,0,5,5
43479,7115,79.0,2.4,15.2,1.2,35315.0,34.0,11.9,21.5,41.3,20.4,0,0,0,3,0,0,0,0,5,5
43480,3802,78.8,0.8,13.9,3.8,38469.0,22.8,11.3,18.9,35.0,19.7,0,0,0,3,0,0,0,0,5,5
43481,7732,74.7,3.6,17.8,2.3,38018.0,25.3,9.7,24.4,36.3,18.7,0,0,0,3,0,0,0,0,5,5
43482,4961,23.0,72.4,1.4,3.2,93250.0,3.8,5.9,38.3,18.1,53.9,0,1,1,1,1,1,1,1,1,1
43483,3460,23.0,71.2,0.8,3.1,74063.0,19.5,4.5,38.8,17.2,58.5,0,1,1,1,1,1,2,3,3,4
43485,5674,73.3,9.9,12.3,2.7,39554.0,30.9,11.8,18.7,50.4,10.1,0,0,0,3,0,0,0,0,5,5
43486,7350,63.5,16.5,12.6,4.8,58472.0,13.5,9.6,34.6,22.6,23.8,0,0,0,3,0,0,0,0,0,0
43487,4314,47.3,28.8,17.8,2.3,62958.0,6.2,10.0,40.8,27.3,24.1,0,0,0,3,0,0,0,0,0,0
43488,2927,64.2,9.7,25.9,0.0,24745.0,36.6,12.5,21.7,27.3,18.8,0,0,0,3,0,0,0,0,5,5
43490,3377,36.2,49.5,2.9,9.6,60078.0,17.7,4.9,56.1,18.2,26.7,0,1,1,0,1,5,5,3,3,3
43491,1284,30.3,56.5,1.1,9.7,88000.0,17.1,7.1,40.4,16.8,52.1,0,1,1,1,1,1,2,3,3,3
43492,3332,53.5,29.1,9.4,6.3,54531.0,13.3,11.5,41.7,31.2,24.3,0,0,0,3,0,0,0,0,0,0
43493,3274,16.7,69.9,5.3,8.0,102601.0,8.4,3.0,49.8,8.8,41.4,0,1,1,1,1,5,5,1,1,3
43494,4646,70.9,16.7,4.6,2.7,51414.0,12.0,6.6,33.7,33.5,23.3,0,0,0,3,0,0,0,0,0,0
43495,1835,15.9,71.5,6.9,1.4,97955.0,8.6,8.1,70.9,9.3,43.3,0,1,1,1,1,5,5,7,7,3
43496,5838,22.5,64.7,7.9,2.4,100996.0,2.7,3.0,61.9,14.1,36.8,0,1,1,1,1,5,5,7,7,1
43497,4614,23.2,56.4,11.7,5.3,93839.0,6.1,3.5,59.2,15.1,16.9,0,1,1,1,1,5,5,3,3,3
43498,1650,24.9,24.4,19.7,29.5,56064.0,9.1,9.3,63.1,15.2,17.3,0,1,0,0,4,4,4,3,3,3
43499,3791,21.7,65.5,5.5,5.0,91099.0,4.9,4.3,74.4,6.9,32.1,0,1,1,1,1,5,5,7,7,7
43500,5687,46.7,33.7,6.3,12.8,52546.0,13.8,3.8,41.3,17.8,47.0,0,1,0,0,4,0,0,3,0,0
43501,1314,34.0,52.1,7.6,4.3,85500.0,9.6,2.3,78.1,7.4,30.4,0,1,1,1,1,5,5,7,3,3
43502,9613,24.1,5.7,61.6,1.2,59105.0,7.8,9.0,42.4,25.7,42.4,0,0,2,2,2,2,6,2,2,2
43503,5580,16.1,72.7,5.6,3.0,87188.0,7.3,4.9,71.6,4.8,36.7,0,1,1,1,1,5,5,7,7,7
43504,3582,18.3,71.9,4.6,3.6,93750.0,5.5,5.4,76.3,6.0,44.8,0,1,1,1,1,5,5,7,7,7
43505,4806,35.9,31.6,21.4,8.7,90893.0,9.8,4.9,36.0,11.6,44.1,0,1,1,1,1,5,1,3,3,0
43506,1779,16.0,37.7,25.9,17.3,76893.0,4.6,7.3,52.9,17.1,33.7,0,1,1,0,4,5,5,3,3,3
43507,2228,36.2,37.7,12.1,11.4,86761.0,2.6,7.4,41.4,25.2,40.8,0,1,1,0,4,4,4,3,3,0
43508,1899,37.9,37.3,7.8,14.8,66625.0,15.5,3.7,31.7,24.0,44.8,0,0,0,0,4,4,4,3,0,0
43509,2001,32.3,36.0,24.6,7.1,75069.0,10.5,12.1,26.4,23.8,36.7,0,0,0,2,2,2,6,3,0,0
43511,4423,14.5,63.5,11.2,6.0,85755.0,5.1,7.9,58.5,12.4,30.8,0,1,1,1,1,5,5,3,3,3
43512,3173,65.1,10.5,19.6,0.9,19764.0,43.1,10.6,15.2,30.8,25.6,0,0,0,3,0,0,0,0,5,5
43513,3463,20.3,46.0,9.6,22.9,58798.0,8.1,9.9,37.0,23.7,46.4,0,1,0,0,4,4,4,3,3,3
43514,4005,50.7,11.9,23.5,11.2,25500.0,35.7,14.7,22.8,28.6,22.5,0,0,0,3,0,0,0,0,5,5
43515,5925,52.6,31.1,14.6,0.8,37355.0,26.9,15.1,19.2,26.0,20.1,0,0,0,3,0,0,0,0,5,5
43516,4490,64.3,17.7,14.5,0.8,50739.0,15.6,8.9,35.4,33.3,18.5,0,0,0,3,0,0,0,0,0,0
43517,4334,56.0,15.3,26.9,1.2,47672.0,23.1,12.0,29.0,16.3,31.8,0,0,0,3,0,0,0,0,0,0
43518,570,66.8,16.1,15.4,1.6,57500.0,17.4,8.2,44.6,24.3,35.8,0,0,0,3,0,0,0,0,0,0
43519,2112,15.7,70.4,5.6,6.0,89141.0,6.8,7.1,64.7,15.3,23.6,0,1,1,1,1,5,5,3,3,3
43520,6822,53.2,3.2,40.8,1.9,33816.0,29.3,14.7,32.5,25.0,35.9,0,0,0,3,0,0,0,0,5,5
43521,2490,15.9,64.8,7.8,6.1,79773.0,5.3,6.7,61.2,11.7,45.9,0,1,1,1,1,5,5,3,3,3
43522,4350,49.8,7.9,33.4,7.7,42353.0,25.7,12.7,27.2,31.8,24.7,0,0,0,3,0,0,0,0,5,5
43523,4984,48.6,5.1,38.6,1.8,38243.0,23.9,12.2,21.4,23.6,29.2,0,0,0,3,0,0,0,0,0,0
43524,2040,43.9,6.1,45.1,3.4,49231.0,17.8,14.3,30.4,35.3,41.6,0,0,2,3,3,3,6,5,8,0
43525,1609,41.1,38.4,18.5,0.1,75547.0,14.0,6.0,44.5,20.2,37.9,0,1,1,1,1,1,2,3,3,0
43526,2207,37.7,5.7,35.0,11.9,61141.0,15.1,7.8,28.2,26.9,42.6,0,0,0,2,2,2,6,2,0,0
43527,3591,24.9,50.9,7.7,15.6,59632.0,16.5,12.8,53.2,24.3,36.8,0,0,0,0,4,4,4,3,3,3
43528,6776,48.0,2.3,45.4,2.5,37742.0,21.5,6.6,29.1,32.8,28.9,0,0,0,3,0,0,0,0,0,0
43529,1951,32.3,3.0,61.1,2.5,58056.0,6.2,4.4,27.1,28.7,44.5,0,0,2,2,2,2,6,2,2,2
43530,3628,29.6,56.9,5.8,5.8,76905.0,16.2,6.5,48.1,14.9,33.1,0,1,1,1,1,5,1,3,3,3
43531,2400,21.2,3.0,63.5,7.0,68893.0,12.6,4.4,41.1,29.9,49.0,0,0,2,2,2,2,6,2,2,2
43532,8115,19.9,2.3,72.2,2.1,69939.0,6.2,14.8,35.0,27.8,37.5,0,0,2,2,2,2,6,2,2,2
43533,2234,75.3,0.0,22.2,2.5,23080.0,41.9,19.2,15.2,28.0,30.9,0,0,0,3,3,3,3,5,5,5
43534,2977,32.4,11.0,41.8,11.9,61929.0,7.6,10.4,34.8,21.1,47.7,0,0,2,2,2,2,6,2,2,0
43535,5794,72.5,0.5,27.0,0.1,24063.0,33.8,27.5,18.6,48.8,8.5,0,0,0,3,3,3,3,5,5,5
43536,8121,79.8,1.9,17.4,0.0,19813.0,44.4,21.8,16.0,41.8,14.1,0,0,0,3,0,0,3,0,5,5
43537,2474,13.3,0.0,80.8,0.0,64167.0,3.8,6.5,27.9,32.9,33.4,0,0,2,2,2,2,6,2,2,2
43538,4079,58.1,0.3,40.5,0.0,26152.0,38.1,22.7,28.0,33.5,25.2,0,0,2,3,3,3,3,5,8,8
43539,2182,72.8,3.4,21.4,2.3,28095.0,34.4,10.5,12.1,49.8,22.6,0,0,0,3,0,0,0,0,5,5
43540,2592,70.6,1.5,27.3,0.0,30068.0,41.3,15.5,15.1,39.7,23.5,0,0,0,3,0,0,3,0,5,5
43541,2152,22.9,2.0,75.1,0.0,50357.0,22.8,11.3,16.2,41.3,43.1,0,0,2,2,2,2,6,2,2,2
43542,2259,79.4,0.2,19.9,0.0,18679.0,51.3,15.4,15.3,39.1,25.3,0,0,0,3,0,3,3,0,5,5
43543,2150,61.5,0.9,37.5,0.0,24375.0,42.3,21.7,26.1,32.4,15.3,0,0,2,3,3,3,3,5,8,8
43544,2307,24.6,3.8,68.8,0.8,45694.0,14.8,6.1,29.8,25.1,32.5,0,0,2,2,2,2,6,2,2,2
43545,4308,56.3,2.1,38.7,0.5,26667.0,30.7,8.7,11.1,36.4,19.1,0,0,0,3,0,0,0,0,5,5
43546,2083,28.9,1.3,60.7,2.4,47596.0,21.4,14.0,24.9,31.5,26.6,0,0,2,2,2,2,6,2,2,2
43547,5858,61.2,2.4,35.8,0.0,30928.0,36.4,13.9,19.1,38.1,19.4,0,0,0,3,0,0,0,0,5,5
43548,3904,41.1,1.7,52.0,3.8,27854.0,34.6,15.9,18.8,35.4,21.6,0,0,2,3,3,3,3,5,8,8
43549,3470,61.8,2.1,33.9,2.2,20576.0,47.8,14.3,14.5,46.3,26.6,0,0,0,3,3,3,3,5,5,5
43550,2257,54.3,4.9,37.7,2.1,53255.0,9.0,19.4,34.5,28.8,21.8,0,0,2,3,0,0,0,0,0,0
43551,3260,37.4,2.8,59.0,0.8,39758.0,28.8,14.6,12.3,41.0,22.3,0,0,2,3,3,3,3,5,8,8
43552,5360,45.7,1.1,48.4,2.3,27625.0,46.7,16.8,13.9,42.0,11.1,0,0,2,3,3,3,3,5,5,8
43553,5225,25.8,1.3,69.2,2.3,36781.0,37.8,14.1,31.8,31.0,22.2,0,0,2,2,3,3,3,5,8,8
43554,7175,68.1,0.6,27.8,1.0,36998.0,25.9,12.8,20.6,41.1,19.7,0,0,0,3,0,0,0,0,5,5
43555,2814,22.7,1.7,73.7,1.4,50469.0,22.7,16.6,26.0,34.4,39.2,0,0,2,2,2,2,6,2,2,8
43556,4842,72.5,1.3,24.6,0.1,28309.0,39.8,13.3,16.5,45.6,17.2,0,0,0,3,0,0,0,0,5,5
43557,6034,57.3,0.6,41.0,0.0,22468.0,45.4,22.3,19.3,41.5,7.0,0,0,2,3,3,3,3,5,5,8
43558,4757,65.4,0.9,32.2,0.0,19163.0,48.0,13.6,14.2,44.2,18.4,0,0,0,3,0,0,3,0,5,5
43559,8408,6.2,0.8,80.8,9.5,62577.0,17.6,7.0,27.4,35.4,33.5,0,0,2,2,2,2,6,2,2,2
43560,3630,64.5,18.2,15.7,0.5,23377.0,42.5,23.9,11.8,42.2,16.1,0,0,0,3,3,3,3,5,5,8
43561,2528,19.8,1.3,77.2,1.0,57500.0,16.9,14.1,23.7,30.6,33.7,0,0,2,2,2,2,6,2,2,2
43562,6040,62.6,24.9,9.9,1.9,32062.0,45.5,13.3,22.0,27.7,10.1,0,0,0,3,0,0,0,0,5,5
43563,2515,18.3,3.2,76.2,2.3,35313.0,26.2,22.7,20.9,37.6,21.8,0,0,2,2,3,3,3,5,8,8
43564,7089,74.6,9.0,12.5,1.9,33020.0,34.9,4.9,18.9,39.7,11.4,0,0,0,3,0,0,0,0,5,5
43565,1738,29.0,1.8,63.8,0.0,40282.0,21.5,9.1,22.7,38.5,31.3,0,0,2,2,2,2,6,2,2,2
43566,9292,70.0,3.4,24.4,0.6,21651.0,45.6,20.2,12.9,38.0,12.1,0,0,0,3,0,0,3,0,5,5
43567,5143,32.2,2.6,62.9,0.0,31738.0,29.3,15.3,16.3,38.8,20.1,0,0,2,3,3,3,3,5,8,8
43568,4327,58.0,1.3,38.7,0.7,23860.0,39.2,17.1,27.3,37.2,17.9,0,0,2,3,3,3,3,5,5,5
43569,4743,14.0,0.9,82.0,0.5,39821.0,23.1,15.3,25.3,38.9,37.6,0,0,2,2,2,2,6,2,2,2
43570,3939,27.2,59.0,6.2,5.6,27440.0,35.6,9.9,24.8,28.2,8.0,0,0,0,3,0,0,0,0,0,6
43571,3442,6.7,3.8,87.7,1.9,75962.0,11.9,12.4,34.3,26.3,48.7,0,0,2,2,2,2,6,2,2,2
43572,5983,75.3,1.9,15.4,5.2,25362.0,48.9,16.7,8.5,42.9,14.7,0,0,0,3,0,0,0,0,5,5
43573,5375,75.2,9.9,12.9,0.0,33142.0,40.7,13.5,12.8,41.2,11.0,0,0,0,3,0,0,0,0,5,5
43574,4425,82.6,2.4,9.8,4.6,31208.0,45.1,22.5,11.2,37.4,8.2,0,0,0,3,0,3,3,0,5,5
43575,4438,73.5,1.6,18.5,4.6,28152.0,32.7,12.7,19.4,42.3,12.4,0,0,0,3,0,0,0,0,5,5
43576,5149,72.7,2.8,15.4,3.6,38199.0,30.7,13.0,18.3,38.5,18.3,0,0,0,3,0,0,0,0,5,5
43577,4009,90.0,1.6,2.7,5.2,22750.0,50.7,14.1,9.4,51.7,6.0,0,0,0,3,0,0,0,0,5,5
43578,3483,11.7,1.7,84.4,0.0,49306.0,12.7,13.2,27.7,33.8,40.6,0,0,2,2,2,2,6,2,2,2
43579,4521,81.9,2.5,9.3,5.1,35464.0,25.1,11.2,12.5,32.6,7.0,0,0,0,3,0,0,0,0,5,5
43580,7172,65.7,1.3,30.2,1.9,28750.0,31.8,18.5,18.3,41.2,10.9,0,0,0,3,0,0,0,0,5,5
43581,3870,19.7,0.0,78.0,1.5,48267.0,22.9,5.4,26.2,34.3,22.8,0,0,2,2,2,2,6,2,2,2
43582,3291,80.4,4.2,9.6,1.3,35785.0,31.5,6.4,16.1,31.7,13.8,0,0,0,3,0,0,0,0,5,5
43583,7050,74.5,8.0,10.4,4.2,33419.0,37.5,15.5,21.6,32.9,25.1,0,0,0,3,0,0,0,0,5,5
43584,4710,30.2,7.3,60.3,0.0,32262.0,25.5,19.5,13.7,36.5,33.8,0,0,2,3,3,3,3,5,8,8
43585,3122,16.2,15.8,64.3,3.2,46127.0,16.7,16.9,37.1,37.4,16.6,0,0,2,2,2,2,6,2,2,2
43586,3416,58.7,11.4,23.2,6.7,36681.0,33.7,12.2,19.5,52.0,13.7,0,0,0,3,0,0,0,0,5,5
43587,7897,74.4,6.8,11.0,5.6,46627.0,26.7,8.1,27.9,30.5,20.3,0,0,0,3,0,0,0,0,5,5
43588,4769,26.8,7.3,59.0,3.6,51434.0,11.2,9.6,30.1,31.8,30.4,0,0,2,2,2,2,6,2,2,2
43589,6238,69.7,7.2,18.0,2.0,50440.0,17.2,9.4,17.3,27.9,21.4,0,0,0,3,0,0,0,0,0,5
43590,4194,39.7,3.3,41.3,11.7,40208.0,31.1,13.1,30.0,29.8,26.9,0,0,2,3,0,3,3,0,8,5
43591,7238,62.5,16.6,12.2,8.4,33759.0,25.3,14.6,28.4,28.3,15.5,0,0,0,3,0,0,0,0,5,5
43592,3698,33.0,3.6,57.9,4.8,31417.0,28.2,14.8,25.4,36.1,22.9,0,0,2,3,3,3,3,5,8,8
43593,5887,64.2,9.1,13.4,11.2,31969.0,39.3,14.4,37.7,36.4,9.2,0,0,0,3,0,0,0,0,5,5
43594,3338,14.4,2.1,79.5,0.0,54698.0,11.4,12.2,31.8,35.3,35.1,0,0,2,2,2,2,6,2,2,2
43595,4658,66.8,13.8,9.1,9.3,35288.0,40.3,12.5,28.2,42.4,18.9,0,0,0,3,0,0,0,0,5,5
43596,2485,17.2,3.3,77.4,1.4,71406.0,15.7,8.4,36.1,23.9,35.2,0,0,2,2,2,2,6,2,2,2
43597,5940,68.0,11.8,7.5,12.4,27241.0,36.4,14.5,14.1,41.9,10.7,0,0,0,3,0,0,0,0,5,5
43598,6942,8.1,5.0,79.2,7.2,84850.0,10.9,11.4,44.6,22.0,41.2,0,0,2,2,2,2,6,2,2,2
43599,2069,16.3,2.7,77.7,0.8,69800.0,8.0,7.5,41.0,27.5,39.8,0,0,2,2,2,2,6,2,2,2
43600,4123,60.1,10.4,13.0,14.8,42625.0,28.0,8.2,27.3,26.9,13.4,0,0,0,3,0,0,0,0,0,0
43601,4445,69.9,5.9,18.0,3.9,26621.0,40.9,20.3,23.2,22.7,13.6,0,0,0,3,0,3,3,0,5,5
43602,3648,12.1,3.7,73.2,4.8,55197.0,9.8,7.7,28.2,28.8,41.7,0,0,2,2,2,2,6,2,2,2
43603,10265,63.4,4.8,16.8,12.0,29568.0,36.7,11.1,17.6,44.9,13.4,0,0,0,3,0,0,0,0,5,5
43604,3952,30.2,3.6,55.2,6.9,45625.0,14.5,8.1,29.1,32.9,32.3,0,0,2,2,2,2,6,2,2,2
43605,165,31.5,9.7,55.8,0.0,41042.0,27.3,0.0,7.8,25.0,0.0,0,0,2,2,2,2,6,2,2,2
43606,2237,22.9,4.4,57.5,12.7,67553.0,9.3,9.2,36.8,24.1,53.2,0,0,2,2,2,2,6,2,2,2
43607,3642,27.0,9.9,62.9,0.0,52474.0,22.0,6.8,31.5,29.2,33.5,0,0,2,2,2,2,6,2,2,2
43608,4155,8.9,2.6,80.6,3.0,66190.0,12.5,9.2,26.1,33.8,39.4,0,0,2,2,2,2,6,2,2,2
43609,1964,10.2,1.3,80.2,3.2,90132.0,6.5,8.9,37.9,24.3,54.0,0,0,2,2,2,2,6,2,2,2
